Map: Shrine Ruins | Difficulty: easy | Target: Jagras | Objective: Slay 8 Jagras | Description: Those in-fur-nal Jagras keep messing with my visits to the Shrine Ruins. They're after the offur-ings I bring with me, those rude, blasphemous fiends! Send them running with their tails between their legs!
Map: Rotten Vale | Difficulty: hard | Target: Kulu-Ya-Ku | Objective: Slay Kulu-Ya-Ku | Description: Worrying news indeed... Narwa has been spotted in the Rotten Vale. Fortunately, it has yet to meet up with its king, but I have a terrible feeling... Hunter, you must leap into action at once. We cannot allow them to reunite!
Map: Lava Caverns | Difficulty: hard | Target: Volvidon, Basarios, Rathalos | Objective: Hunt all target monsters | Description: I've got a special quest fur-om Ghosts 'n Goblins Resurrection for ya! I need you to hunt three monsters covered in an eerie red aura. Get it done, and I'll give you the materials to forge a courageous knight's armor!
Map: Flooded Forest | Difficulty: hard | Target: Apex Mitzusune | Objective: Slay an Apex Mitzusune | Description: Urgent notice from the Hunter's Guild
Map: Flooded Forest | Difficulty: medium | Target: Royal Ludroth, Pukei-Pukei, Bishaten | Objective: Slay a Royal Ludroth, a Pukei-Pukei and a Bishaten | Description: Sup! Heard you've been doin' it up out there in the field. I've been doin' my thing too, especially after ol' Hanenaga taught me about the Wirebug. I'd teach you if I didn't have to do this quest... If you take care of it for me, I'll hook you up with some sick Wirebug poses!
Map: Flooded Forest | Difficulty: hard | Target: Apex Mizutsune, Apex Zinogre | Objective: Slay an Apex Mizutsune and an Apex Zinogre | Description: Hey, squirt! An Apex Mizutsune and an Apex Zinogre are goin' at it out in the Flooded Forest. Who's gonna come out on top? Well, my zenny's on you because I'm sendin' ya out there! Take 'em down and I'll give ya some new titles! Now go get to it!
Map: Sandy Plains | Difficulty: hard | Target: Kushala Daora | Objective: Slay a Kushala Daora | Description: I... *wheeze* made it... *gasp* WOO! Listen...! *cough* There's a Kushala...Daora... on the loose... *gasp* You gotta do something *huff* about it...! I... ran through... the night... to warn you *wheeze* Now I need... a bit of a... lie-down...
Map: Shrine Ruins | Difficulty: easy | Target: None | Objective: Deliver 21 Sun Goddess Picture | Description: I've got a special quest fur-om OKAMI for ya! Collect the cargo strewn about the Shrine Ruins and I'll give you the materials to create layered armor that'll make your Palamute look like the legendary Sun Goddess!
Map: Shrine Ruins | Difficulty: easy | Target: None | Objective: Deliver 200 Rings | Description: Oh no! Looks like Sonic dropped all of his rings! If you help us collect them all, I'll set you up with some materials for layed armor that will make you look just like us! And there's an extra reward if you do it really fast!
Map: Shrine Ruins | Difficulty: hard | Target: Nargacuga | Objective: Slay a Nargacuga | Description: Ah, Hunter! The illustrations I was working on turned out so well that I decided to make them into a stickers! What do you think? Adorable, are they not? Complete my request, and they're yours! Now... hop to it-to it!
Map: Arena | Difficulty: easy | Target: Goss Harag, Magnamalo | Objective: Hunt a Goss Harag and Magnamalo | Description: Hey, Squirt! We've got ourselves a little quest that'll determine who's the strongest hunter. My zenny's on you, but we'll see! All ya gotta do is go smack around a Goss Harag and Magnamalo in the Arena and these titles are yours! Think you're up to it? Well go get to it! Bwahahaha!
Map: Frost Islands | Difficulty: hard | Target: Somnacanth | Objective: Slay a Somnacanth | Description: I am a professional dancer, and I wish to expand my repertoire with the graceful moves of a Somnacanth! YOU hunt one while I watch safely from afar and take notes. I'll teach you a gesture as a reward!
Map: Frost Islands | Difficulty: hard | Target: Aknosom | Objective: Slay an Aknosom | Description: Ah, Hunter! Minoto asked me to make some Cahoot stickers and, johoho, they came out better than expected! Wouldn't you agree? Complete my request, and they're yours! Now... hop to it-to it!
Map: Arena | Difficulty: hard | Target: Tobi-Kadachi, Barioth, Nargacuga | Objective: Hunt all target monsters | Description: Hey, Squirt! We've got ourselves another little quest in the Arena that'll test the best of the best. Complete it and you'll snag some new titles for yourself. Now these monsters think they're slick but my zenny's on you! Go get to it!
Map: Flooded Forest | Difficulty: hard | Target: Apex Mitzusune | Objective: Slay an Apex Mitzusune | Description: Seems like power alone isn't enough these days -- hunters want to look intelligent too. I'd take brawn over brains any day... I guess times are changing. Complete this request, and I'll give you the required materials.
Map: Arena | Difficulty: easy | Target: Pukei-Pukei | Objective: Slay a Pukei-Pukei | Description: In the monster corner
Map: Arena | Difficulty: easy | Target: Kulu-Ya-Ku | Objective: Slay a Kulu-Ya-Ku | Description: In the monster corner
Map: Arena | Difficulty: medium | Target: Rathian | Objective: Slay a Rathian | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Tzitzi-Ya-Ku | Objective: Slay a Tzitzi-Ya-Ku | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Barroth | Objective: Slay a Barroth | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Dodogama | Objective: Slay a Dodogama | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Azure Rathalos | Objective: Slay a Azure Rathalos | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Radobaan, Uragaan | Objective: Slay all target monsters | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Diablos, Black Diablos | Objective: Slay all target monsters | Description: In the monster corner
Map: Arena | Difficulty: easy | Target: Banbaro | Objective: Slay a Banbaro | Description: In the monster corner
Map: Arena | Difficulty: easy | Target: Nightshade Paolumu | Objective: Slay a Nightshade Paolumu | Description: In the monster corner
Map: Arena | Difficulty: easy | Target: Nargacuga | Objective: Slay a Nargacuga | Description: In the monster corner
Map: Arena | Difficulty: medium | Target: Acidic Glavenus | Objective: Slay a Acidic Glavenus | Description: In the monster corner
Map: Arena | Difficulty: medium | Target: Odogaron, Ebony Odogaron | Objective: Slay all target monsters | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Zinogre | Objective: Slay a Zinogre | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Tigrex, Brute Tigrex | Objective: Slay all target monsters | Description: In the monster corner
Map: Ancient Forest | Difficulty: hard | Target: Deviljho | Objective: Hunt a Deviljho | Description: The Deviljho is a frightening presence that takes the idea of the food chain and crushes it between massive jaws! Now it's here in the New World. It's time to get investigating!
Map: Wildspire Waste | Difficulty: hard | Target: Lavasioth | Objective: Slay Lavasioth | Description: A team has spotted Lavasioth in the Wildspire Waste. I say it's an opportune time to go and have an audience with the infernal emperor, wouldn't you say?
Map: Special Arena | Difficulty: hard | Target: Lunastra, Lavasioth | Objective: Complete the assignment | Description: There's a saying about a cornered animal that slips me mindâ€” Either way, there's wounded Lavasioth corralled in the Special Arena. Something's up with it. Go and check it out, eh?
Map: Elder's Recess | Difficulty: hard | Target: Lunastra, Lavasioth | Objective: Slay all target monsters | Description: I never thought I'd live to see both the emperor and his empress in one spot. It's only fitting that you have the honor of ending their reign.
Map: Wildspire Waste | Difficulty: hard | Target: Kulu-Ya-Ku | Objective: Complete the assignment | Description: My weirdo partner won't shut up about some non-animal animal he found in the Wildspire Waste. Do you wanna tag along? Whatever it is, it's bound to be something interesting!
Map: Elder's Recess | Difficulty: hard | Target: Behemoth | Objective: Complete the assignment | Description: Some kind of beast has arrived in the New World due to the instability of the aether. We have to do something otherwise every living thing in the New World is in serious danger!
Map: Ancient Forest | Difficulty: hard | Target: Kirin | Objective: Complete the assignment | Description: Attention field team! An anomaly has been discovered in the Ancient Forest. Help the witcher resolve this issue. In this quest, you will get to play as Geralt of Rivia.
Map: Elder's Recess | Difficulty: hard | Target: Behemoth | Objective: Slay the Behemoth | Description: It was a Behemoth, an Eorzean beast, in the Elder's Recess. Heed the moogle's advice, call upon other trustworthy hunteâ€” adventurers to help quell this terror!
Map: Hoarfrost Reach | Difficulty: hard | Target: Kirin | Objective: Slay a Kirin | Description: You hear the rumors of ol' Shattered Horn? Sounds like it's shown up in the Hoarfrost Reach, but why it's there and why its horn is broken is as clear as mud! Sounds like a mystery worth investigating, eh?
Map: The Guiding Lands | Difficulty: hard | Target: Rajang | Objective: Complete the assignment | Description: We've traced whatever broke the Kirin's horn to the Guiding Lands. You can bet your bottom zenny that it's one tough customer, so don't let your guard down. And don't be late!
Map: The Guiding Lands | Difficulty: hard | Target: Stygian Zinogre | Objective: Complete the assignment | Description: We've discovered a new path in the Guiding Lands that even monsters tread carefully around. This may not be an issue from a long-term perspective, but it warrants an investigation.
Map: The Guiding Lands | Difficulty: hard | Target: Nergigante | Objective: Slay a Nergigante | Description: A Nergigante has been spotted in the Guiding Lands. Not many hunters have faced one and come back in one piece. Think you can join their ranks?
Map: Hoarfrost Reach | Difficulty: hard | Target: Kirin | Objective: Hunt a Kirin | Description: A Kirin has been spotted in the Hoarfrost Reach. Not many hunters have faced one and come back in one piece. Think you can join their ranks?
Map: Elder's Recess | Difficulty: hard | Target: Lunastra | Objective: Slay an Lunastra | Description: The burning Lunastra has once again been spotted. To make matters worse, news has spread of cataclysmic natural disasters occurring in the Old World. The timing of these events is curious to say the least. They merit further investigation but Lunastra comes first.
Map: Elder's Recess | Difficulty: hard | Target: Lunastra | Objective: Slay an Lunastra | Description: Not much is known of Lunastra, other than the destruction it's capable of threatens all of humanity. But this is a chance for the Commission to write history, no?
Map: Hoarfrost Reach | Difficulty: hard | Target: Great Jagras | Objective: Slay Great Jagras | Description: It is time for us to confront Great Jagras. We, along with every nation and organization known, shall rid this world of this fabled scourge. When you're ready, we'll set sail.
Map: Ancient Forest | Difficulty: easy | Target: Jagras | Objective: Slay 7 Jagras | Description: Zorah Magdaros's appearance has brought about changes in the local ecosystem. Head into Jagras territory to investigate, and take them out if necessary.
Map: Ancient Forest | Difficulty: easy | Target: Kestodon | Objective: Complete the assignment | Description: Zorah Magdaros's appearance has driven a herd of Kestodon to new territory. We'll need you to go out and thin that herd of head-butters.
